season,utcDate,matchday,homeTeam,awayTeam,homeScore,awayScore,winner
2023,2024-04-13T13:30:00Z,29,RB Leipzig,VfL Wolfsburg,3,0,HOME_TEAM
2023,2024-04-13T13:30:00Z,29,FC Bayern München,1. FC Köln,2,0,HOME_TEAM
2023,2024-04-13T13:30:00Z,29,1. FSV Mainz 05,TSG 1899 Hoffenheim,4,1,HOME_TEAM
2023,2024-04-13T13:30:00Z,29,VfL Bochum 1848,1. FC Heidenheim 1846,1,1,DRAW
2023,2024-04-13T16:30:00Z,29,VfB Stuttgart,Eintracht Frankfurt,3,0,HOME_TEAM
2023,2024-04-14T13:30:00Z,29,SV Darmstadt 98,SC Freiburg,0,1,AWAY_TEAM
2023,2024-04-14T15:30:00Z,29,Bayer 04 Leverkusen,SV Werder Bremen,5,0,HOME_TEAM
2023,2024-04-19T18:30:00Z,30,Eintracht Frankfurt,FC Augsburg,3,1,HOME_TEAM
2023,2024-04-20T13:30:00Z,30,1. FC Heidenheim 1846,RB Leipzig,1,2,AWAY_TEAM
2023,2024-04-20T13:30:00Z,30,TSG 1899 Hoffenheim,Borussia Mönchengladbach,4,3,HOME_TEAM
2023,2024-04-20T13:30:00Z,30,VfL Wolfsburg,VfL Bochum 1848,1,0,HOME_TEAM
2023,2024-04-20T13:30:00Z,30,1. FC Köln,SV Darmstadt 98,0,2,AWAY_TEAM
2023,2024-04-20T16:30:00Z,30,1. FC Union Berlin,FC Bayern München,1,5,AWAY_TEAM
2023,2024-04-21T13:30:00Z,30,SV Werder Bremen,VfB Stuttgart,2,1,HOME_TEAM
2023,2024-04-21T15:30:00Z,30,Borussia Dortmund,Bayer 04 Leverkusen,1,1,DRAW
2023,2024-04-21T17:30:00Z,30,SC Freiburg,1. FSV Mainz 05,1,1,DRAW
2023,2024-04-26T18:30:00Z,31,VfL Bochum 1848,TSG 1899 Hoffenheim,3,2,HOME_TEAM
2023,2024-04-27T13:30:00Z,31,RB Leipzig,Borussia Dortmund,4,1,HOME_TEAM
2023,2024-04-27T13:30:00Z,31,FC Bayern München,Eintracht Frankfurt,2,1,HOME_TEAM
2023,2024-04-27T13:30:00Z,31,SC Freiburg,VfL Wolfsburg,1,2,AWAY_TEAM
2023,2024-04-27T13:30:00Z,31,FC Augsburg,SV Werder Bremen,0,3,AWAY_TEAM
2023,2024-04-27T16:30:00Z,31,Bayer 04 Leverkusen,VfB Stuttgart,2,2,DRAW
2023,2024-04-28T13:30:00Z,31,Borussia Mönchengladbach,1. FC Union Berlin,0,0,DRAW
2023,2024-04-28T15:30:00Z,31,1. FSV Mainz 05,1. FC Köln,1,1,DRAW
2023,2024-04-28T17:30:00Z,31,SV Darmstadt 98,1. FC Heidenheim 1846,0,1,AWAY_TEAM
2023,2024-05-03T18:30:00Z,32,TSG 1899 Hoffenheim,RB Leipzig,1,1,DRAW
2023,2024-05-04T13:30:00Z,32,VfB Stuttgart,FC Bayern München,3,1,HOME_TEAM
2023,2024-05-04T13:30:00Z,32,SV Werder Bremen,Borussia Mönchengladbach,2,2,DRAW
2023,2024-05-04T13:30:00Z,32,Borussia Dortmund,FC Augsburg,5,1,HOME_TEAM
2023,2024-05-04T13:30:00Z,32,VfL Wolfsburg,SV Darmstadt 98,3,0,HOME_TEAM
2023,2024-05-04T16:30:00Z,32,1. FC Köln,SC Freiburg,0,0,DRAW
2023,2024-05-05T13:30:00Z,32,1. FC Union Berlin,VfL Bochum 1848,3,4,AWAY_TEAM
2023,2024-05-05T15:30:00Z,32,Eintracht Frankfurt,Bayer 04 Leverkusen,1,5,AWAY_TEAM
2023,2024-05-05T17:30:00Z,32,1. FC Heidenheim 1846,1. FSV Mainz 05,1,1,DRAW
2023,2024-05-10T18:30:00Z,33,FC Augsburg,VfB Stuttgart,0,1,AWAY_TEAM
2023,2024-05-11T13:30:00Z,33,1. FC Köln,1. FC Union Berlin,3,2,HOME_TEAM
2023,2024-05-11T13:30:00Z,33,Borussia Mönchengladbach,Eintracht Frankfurt,1,1,DRAW
2023,2024-05-11T13:30:00Z,33,RB Leipzig,SV Werder Bremen,1,1,DRAW
2023,2024-05-11T13:30:00Z,33,SC Freiburg,1. FC Heidenheim 1846,1,1,DRAW
2023,2024-05-11T16:30:00Z,33,1. FSV Mainz 05,Borussia Dortmund,3,0,HOME_TEAM
2023,2024-05-12T13:30:00Z,33,SV Darmstadt 98,TSG 1899 Hoffenheim,0,6,AWAY_TEAM
2023,2024-05-12T15:30:00Z,33,FC Bayern München,VfL Wolfsburg,2,0,HOME_TEAM
2023,2024-05-12T17:30:00Z,33,VfL Bochum 1848,Bayer 04 Leverkusen,0,5,AWAY_TEAM
2023,2024-05-18T13:30:00Z,34,TSG 1899 Hoffenheim,FC Bayern München,4,2,HOME_TEAM
2023,2024-05-18T13:30:00Z,34,Eintracht Frankfurt,RB Leipzig,2,2,DRAW
2023,2024-05-18T13:30:00Z,34,1. FC Union Berlin,SC Freiburg,2,1,HOME_TEAM
2023,2024-05-18T13:30:00Z,34,VfL Wolfsburg,1. FSV Mainz 05,1,3,AWAY_TEAM
2023,2024-05-18T13:30:00Z,34,VfB Stuttgart,Borussia Mönchengladbach,4,0,HOME_TEAM
2023,2024-05-18T13:30:00Z,34,1. FC Heidenheim 1846,1. FC Köln,4,1,HOME_TEAM
2023,2024-05-18T13:30:00Z,34,SV Werder Bremen,VfL Bochum 1848,4,1,HOME_TEAM
2023,2024-05-18T13:30:00Z,34,Bayer 04 Leverkusen,FC Augsburg,2,1,HOME_TEAM
2023,2024-05-18T13:30:00Z,34,Borussia Dortmund,SV Darmstadt 98,4,0,HOME_TEAM
2024,2024-08-23T18:30:00Z,1,Borussia Mönchengladbach,Bayer 04 Leverkusen,2,3,AWAY_TEAM
2024,2024-08-24T13:30:00Z,1,RB Leipzig,VfL Bochum 1848,1,0,HOME_TEAM
2024,2024-08-24T13:30:00Z,1,TSG 1899 Hoffenheim,Holstein Kiel,3,2,HOME_TEAM
2024,2024-08-24T13:30:00Z,1,SC Freiburg,VfB Stuttgart,3,1,HOME_TEAM
2024,2024-08-24T13:30:00Z,1,FC Augsburg,SV Werder Bremen,2,2,DRAW
2024,2024-08-24T13:30:00Z,1,1. FSV Mainz 05,1. FC Union Berlin,1,1,DRAW
2024,2024-08-24T16:30:00Z,1,Borussia Dortmund,Eintracht Frankfurt,2,0,HOME_TEAM
2024,2024-08-25T13:30:00Z,1,VfL Wolfsburg,FC Bayern München,2,3,AWAY_TEAM
2024,2024-08-25T15:30:00Z,1,FC St. Pauli 1910,1. FC Heidenheim 1846,0,2,AWAY_TEAM
2024,2024-08-30T18:30:00Z,2,1. FC Union Berlin,FC St. Pauli 1910,1,0,HOME_TEAM
2024,2024-08-31T13:30:00Z,2,VfB Stuttgart,1. FSV Mainz 05,3,3,DRAW
2024,2024-08-31T13:30:00Z,2,Eintracht Frankfurt,TSG 1899 Hoffenheim,3,1,HOME_TEAM
2024,2024-08-31T13:30:00Z,2,SV Werder Bremen,Borussia Dortmund,0,0,DRAW
2024,2024-08-31T13:30:00Z,2,VfL Bochum 1848,Borussia Mönchengladbach,0,2,AWAY_TEAM
2024,2024-08-31T13:30:00Z,2,Holstein Kiel,VfL Wolfsburg,0,2,AWAY_TEAM
2024,2024-08-31T16:30:00Z,2,Bayer 04 Leverkusen,RB Leipzig,2,3,AWAY_TEAM
2024,2024-09-01T13:30:00Z,2,1. FC Heidenheim 1846,FC Augsburg,4,0,HOME_TEAM
2024,2024-09-01T15:30:00Z,2,FC Bayern München,SC Freiburg,2,0,HOME_TEAM
2024,2024-09-13T18:30:00Z,3,Borussia Dortmund,1. FC Heidenheim 1846,4,2,HOME_TEAM
2024,2024-09-14T13:30:00Z,3,RB Leipzig,1. FC Union Berlin,0,0,DRAW
2024,2024-09-14T13:30:00Z,3,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,1,4,AWAY_TEAM
2024,2024-09-14T13:30:00Z,3,SC Freiburg,VfL Bochum 1848,2,1,HOME_TEAM
2024,2024-09-14T13:30:00Z,3,VfL Wolfsburg,Eintracht Frankfurt,1,2,AWAY_TEAM
2024,2024-09-14T13:30:00Z,3,Borussia Mönchengladbach,VfB Stuttgart,1,3,AWAY_TEAM
2024,2024-09-14T16:30:00Z,3,Holstein Kiel,FC Bayern München,1,6,AWAY_TEAM
2024,2024-09-15T13:30:00Z,3,FC Augsburg,FC St. Pauli 1910,3,1,HOME_TEAM
2024,2024-09-15T15:30:00Z,3,1. FSV Mainz 05,SV Werder Bremen,1,2,AWAY_TEAM
2024,2024-09-20T18:30:00Z,4,FC Augsburg,1. FSV Mainz 05,2,3,AWAY_TEAM
2024,2024-09-21T13:30:00Z,4,1. FC Heidenheim 1846,SC Freiburg,0,3,AWAY_TEAM
2024,2024-09-21T13:30:00Z,4,SV Werder Bremen,FC Bayern München,0,5,AWAY_TEAM
2024,2024-09-21T13:30:00Z,4,1. FC Union Berlin,TSG 1899 Hoffenheim,2,1,HOME_TEAM
2024,2024-09-21T13:30:00Z,4,VfL Bochum 1848,Holstein Kiel,2,2,DRAW
2024,2024-09-21T16:30:00Z,4,Eintracht Frankfurt,Borussia Mönchengladbach,2,0,HOME_TEAM
2024,2024-09-22T13:30:00Z,4,Bayer 04 Leverkusen,VfL Wolfsburg,4,3,HOME_TEAM
2024,2024-09-22T15:30:00Z,4,VfB Stuttgart,Borussia Dortmund,5,1,HOME_TEAM
2024,2024-09-22T17:30:00Z,4,FC St. Pauli 1910,RB Leipzig,0,0,DRAW
2024,2024-09-27T18:30:00Z,5,Borussia Dortmund,VfL Bochum 1848,4,2,HOME_TEAM
2024,2024-09-28T13:30:00Z,5,RB Leipzig,FC Augsburg,4,0,HOME_TEAM
2024,2024-09-28T13:30:00Z,5,SC Freiburg,FC St. Pauli 1910,0,3,AWAY_TEAM
2024,2024-09-28T13:30:00Z,5,VfL Wolfsburg,VfB Stuttgart,2,2,DRAW
2024,2024-09-28T13:30:00Z,5,1. FSV Mainz 05,1. FC Heidenheim 1846,0,2,AWAY_TEAM
2024,2024-09-28T13:30:00Z,5,Borussia Mönchengladbach,1. FC Union Berlin,1,0,HOME_TEAM
2024,2024-09-28T16:30:00Z,5,FC Bayern München,Bayer 04 Leverkusen,1,1,DRAW
2024,2024-09-29T13:30:00Z,5,Holstein Kiel,Eintracht Frankfurt,2,4,AWAY_TEAM
2024,2024-09-29T15:30:00Z,5,TSG 1899 Hoffenheim,SV Werder Bremen,3,4,AWAY_TEAM
2024,2024-10-04T18:30:00Z,6,FC Augsburg,Borussia Mönchengladbach,2,1,HOME_TEAM
2024,2024-10-05T13:30:00Z,6,Bayer 04 Leverkusen,Holstein Kiel,2,2,DRAW
2024,2024-10-05T13:30:00Z,6,SV Werder Bremen,SC Freiburg,0,1,AWAY_TEAM
2024,2024-10-05T13:30:00Z,6,1. FC Union Berlin,Borussia Dortmund,2,1,HOME_TEAM
2024,2024-10-05T13:30:00Z,6,VfL Bochum 1848,VfL Wolfsburg,1,3,AWAY_TEAM
2024,2024-10-05T16:30:00Z,6,FC St. Pauli 1910,1. FSV Mainz 05,0,3,AWAY_TEAM
2024,2024-10-06T13:30:00Z,6,1. FC Heidenheim 1846,RB Leipzig,0,1,AWAY_TEAM
2024,2024-10-06T15:30:00Z,6,Eintracht Frankfurt,FC Bayern München,3,3,DRAW
2024,2024-10-06T17:30:00Z,6,VfB Stuttgart,TSG 1899 Hoffenheim,1,1,DRAW
2024,2024-10-18T18:30:00Z,7,Borussia Dortmund,FC St. Pauli 1910,2,1,HOME_TEAM
2024,2024-10-19T13:30:00Z,7,Bayer 04 Leverkusen,Eintracht Frankfurt,2,1,HOME_TEAM
2024,2024-10-19T13:30:00Z,7,TSG 1899 Hoffenheim,VfL Bochum 1848,3,1,HOME_TEAM
2024,2024-10-19T13:30:00Z,7,SC Freiburg,FC Augsburg,3,1,HOME_TEAM
2024,2024-10-19T13:30:00Z,7,1. FSV Mainz 05,RB Leipzig,0,2,AWAY_TEAM
2024,2024-10-19T13:30:00Z,7,Borussia Mönchengladbach,1. FC Heidenheim 1846,3,2,HOME_TEAM
2024,2024-10-19T16:30:00Z,7,FC Bayern München,VfB Stuttgart,4,0,HOME_TEAM
2024,2024-10-20T13:30:00Z,7,Holstein Kiel,1. FC Union Berlin,0,2,AWAY_TEAM
2024,2024-10-20T15:30:00Z,7,VfL Wolfsburg,SV Werder Bremen,2,4,AWAY_TEAM
2024,2024-10-25T18:30:00Z,8,1. FSV Mainz 05,Borussia Mönchengladbach,1,1,DRAW
2024,2024-10-26T13:30:00Z,8,VfB Stuttgart,Holstein Kiel,2,1,HOME_TEAM
2024,2024-10-26T13:30:00Z,8,RB Leipzig,SC Freiburg,3,1,HOME_TEAM
2024,2024-10-26T13:30:00Z,8,FC Augsburg,Borussia Dortmund,2,1,HOME_TEAM
2024,2024-10-26T13:30:00Z,8,FC St. Pauli 1910,VfL Wolfsburg,0,0,DRAW
2024,2024-10-26T16:30:00Z,8,SV Werder Bremen,Bayer 04 Leverkusen,2,2,DRAW
2024,2024-10-27T14:30:00Z,8,VfL Bochum 1848,FC Bayern München,0,5,AWAY_TEAM
2024,2024-10-27T16:30:00Z,8,1. FC Union Berlin,Eintracht Frankfurt,1,1,DRAW
2024,2024-10-27T18:30:00Z,8,1. FC Heidenheim 1846,TSG 1899 Hoffenheim,0,0,DRAW
2024,2024-11-01T19:30:00Z,9,Bayer 04 Leverkusen,VfB Stuttgart,0,0,DRAW
2024,2024-11-02T14:30:00Z,9,FC Bayern München,1. FC Union Berlin,3,0,HOME_TEAM
2024,2024-11-02T14:30:00Z,9,Eintracht Frankfurt,VfL Bochum 1848,7,2,HOME_TEAM
2024,2024-11-02T14:30:00Z,9,TSG 1899 Hoffenheim,FC St. Pauli 1910,0,2,AWAY_TEAM
2024,2024-11-02T14:30:00Z,9,VfL Wolfsburg,FC Augsburg,1,1,DRAW
2024,2024-11-02T14:30:00Z,9,Holstein Kiel,1. FC Heidenheim 1846,1,0,HOME_TEAM
2024,2024-11-02T17:30:00Z,9,Borussia Dortmund,RB Leipzig,2,1,HOME_TEAM
2024,2024-11-03T14:30:00Z,9,SC Freiburg,1. FSV Mainz 05,0,0,DRAW
2024,2024-11-03T16:30:00Z,9,Borussia Mönchengladbach,SV Werder Bremen,4,1,HOME_TEAM
2024,2024-11-08T19:30:00Z,10,1. FC Union Berlin,SC Freiburg,0,0,DRAW
2024,2024-11-09T14:30:00Z,10,SV Werder Bremen,Holstein Kiel,2,1,HOME_TEAM
2024,2024-11-09T14:30:00Z,10,1. FSV Mainz 05,Borussia Dortmund,3,1,HOME_TEAM
2024,2024-11-09T14:30:00Z,10,VfL Bochum 1848,Bayer 04 Leverkusen,1,1,DRAW
2024,2024-11-09T14:30:00Z,10,FC St. Pauli 1910,FC Bayern München,0,1,AWAY_TEAM
2024,2024-11-09T17:30:00Z,10,RB Leipzig,Borussia Mönchengladbach,0,0,DRAW
2024,2024-11-10T14:30:00Z,10,FC Augsburg,TSG 1899 Hoffenheim,0,0,DRAW
2024,2024-11-10T16:30:00Z,10,VfB Stuttgart,Eintracht Frankfurt,2,3,AWAY_TEAM
2024,2024-11-10T18:30:00Z,10,1. FC Heidenheim 1846,VfL Wolfsburg,1,3,AWAY_TEAM
2024,2024-11-22T19:30:00Z,11,FC Bayern München,FC Augsburg,3,0,HOME_TEAM
2024,2024-11-23T14:30:00Z,11,Bayer 04 Leverkusen,1. FC Heidenheim 1846,5,2,HOME_TEAM
2024,2024-11-23T14:30:00Z,11,VfB Stuttgart,VfL Bochum 1848,2,0,HOME_TEAM
2024,2024-11-23T14:30:00Z,11,Borussia Dortmund,SC Freiburg,4,0,HOME_TEAM
2024,2024-11-23T14:30:00Z,11,TSG 1899 Hoffenheim,RB Leipzig,4,3,HOME_TEAM
2024,2024-11-23T14:30:00Z,11,VfL Wolfsburg,1. FC Union Berlin,1,0,HOME_TEAM
2024,2024-11-23T17:30:00Z,11,Eintracht Frankfurt,SV Werder Bremen,1,0,HOME_TEAM
2024,2024-11-24T14:30:00Z,11,Holstein Kiel,1. FSV Mainz 05,0,3,AWAY_TEAM
2024,2024-11-24T16:30:00Z,11,Borussia Mönchengladbach,FC St. Pauli 1910,2,0,HOME_TEAM
2024,2024-11-29T19:30:00Z,12,FC St. Pauli 1910,Holstein Kiel,3,1,HOME_TEAM
2024,2024-11-30T14:30:00Z,12,RB Leipzig,VfL Wolfsburg,1,5,AWAY_TEAM
2024,2024-11-30T14:30:00Z,12,SV Werder Bremen,VfB Stuttgart,2,2,DRAW
2024,2024-11-30T14:30:00Z,12,SC Freiburg,Borussia Mönchengladbach,3,1,HOME_TEAM
2024,2024-11-30T14:30:00Z,12,FC Augsburg,VfL Bochum 1848,1,0,HOME_TEAM
2024,2024-11-30T14:30:00Z,12,1. FC Union Berlin,Bayer 04 Leverkusen,1,2,AWAY_TEAM
2024,2024-11-30T17:30:00Z,12,Borussia Dortmund,FC Bayern München,1,1,DRAW
2024,2024-12-01T14:30:00Z,12,1. FSV Mainz 05,TSG 1899 Hoffenheim,2,0,HOME_TEAM
2024,2024-12-01T16:30:00Z,12,1. FC Heidenheim 1846,Eintracht Frankfurt,0,4,AWAY_TEAM
2024,2024-12-06T19:30:00Z,13,VfB Stuttgart,1. FC Union Berlin,3,2,HOME_TEAM
2024,2024-12-07T14:30:00Z,13,Bayer 04 Leverkusen,FC St. Pauli 1910,2,1,HOME_TEAM
2024,2024-12-07T14:30:00Z,13,FC Bayern München,1. FC Heidenheim 1846,4,2,HOME_TEAM
2024,2024-12-07T14:30:00Z,13,Eintracht Frankfurt,FC Augsburg,2,2,DRAW
2024,2024-12-07T14:30:00Z,13,VfL Bochum 1848,SV Werder Bremen,0,1,AWAY_TEAM
2024,2024-12-07T14:30:00Z,13,Holstein Kiel,RB Leipzig,0,2,AWAY_TEAM
2024,2024-12-07T17:30:00Z,13,Borussia Mönchengladbach,Borussia Dortmund,1,1,DRAW
2024,2024-12-08T14:30:00Z,13,VfL Wolfsburg,1. FSV Mainz 05,4,3,HOME_TEAM
2024,2024-12-08T16:30:00Z,13,TSG 1899 Hoffenheim,SC Freiburg,1,1,DRAW
2024,2024-12-13T19:30:00Z,14,SC Freiburg,VfL Wolfsburg,3,2,HOME_TEAM
2024,2024-12-14T14:30:00Z,14,1. FSV Mainz 05,FC Bayern München,2,1,HOME_TEAM
2024,2024-12-14T14:30:00Z,14,Borussia Mönchengladbach,Holstein Kiel,4,1,HOME_TEAM
2024,2024-12-14T14:30:00Z,14,1. FC Union Berlin,VfL Bochum 1848,0,2,AWAY_TEAM
2024,2024-12-14T14:30:00Z,14,FC Augsburg,Bayer 04 Leverkusen,0,2,AWAY_TEAM
2024,2024-12-14T17:30:00Z,14,FC St. Pauli 1910,SV Werder Bremen,0,2,AWAY_TEAM
2024,2024-12-15T14:30:00Z,14,1. FC Heidenheim 1846,VfB Stuttgart,1,3,AWAY_TEAM
2024,2024-12-15T16:30:00Z,14,Borussia Dortmund,TSG 1899 Hoffenheim,1,1,DRAW
2024,2024-12-15T18:30:00Z,14,RB Leipzig,Eintracht Frankfurt,2,1,HOME_TEAM
2024,2024-12-20T19:30:00Z,15,FC Bayern München,RB Leipzig,5,1,HOME_TEAM
2024,2024-12-21T14:30:00Z,15,VfB Stuttgart,FC St. Pauli 1910,0,1,AWAY_TEAM
2024,2024-12-21T14:30:00Z,15,Eintracht Frankfurt,1. FSV Mainz 05,1,3,AWAY_TEAM
2024,2024-12-21T14:30:00Z,15,TSG 1899 Hoffenheim,Borussia Mönchengladbach,1,2,AWAY_TEAM
2024,2024-12-21T14:30:00Z,15,SV Werder Bremen,1. FC Union Berlin,4,1,HOME_TEAM
2024,2024-12-21T14:30:00Z,15,Holstein Kiel,FC Augsburg,5,1,HOME_TEAM
2024,2024-12-21T17:30:00Z,15,Bayer 04 Leverkusen,SC Freiburg,5,1,HOME_TEAM
2024,2024-12-22T14:30:00Z,15,VfL Bochum 1848,1. FC Heidenheim 1846,2,0,HOME_TEAM
2024,2024-12-22T16:30:00Z,15,VfL Wolfsburg,Borussia Dortmund,1,3,AWAY_TEAM
2024,2025-01-10T19:45:00Z,16,Borussia Dortmund,Bayer 04 Leverkusen,2,3,AWAY_TEAM
2024,2025-01-11T14:30:00Z,16,TSG 1899 Hoffenheim,VfL Wolfsburg,0,1,AWAY_TEAM
2024,2025-01-11T14:30:00Z,16,1. FC Heidenheim 1846,1. FC Union Berlin,2,0,HOME_TEAM
2024,2025-01-11T14:30:00Z,16,SC Freiburg,Holstein Kiel,3,2,HOME_TEAM
2024,2025-01-11T14:30:00Z,16,1. FSV Mainz 05,VfL Bochum 1848,2,0,HOME_TEAM
2024,2025-01-11T14:30:00Z,16,FC St. Pauli 1910,Eintracht Frankfurt,0,1,AWAY_TEAM
2024,2025-01-11T17:30:00Z,16,Borussia Mönchengladbach,FC Bayern München,0,1,AWAY_TEAM
2024,2025-01-12T14:30:00Z,16,RB Leipzig,SV Werder Bremen,4,2,HOME_TEAM
2024,2025-01-12T16:30:00Z,16,FC Augsburg,VfB Stuttgart,0,1,AWAY_TEAM
2024,2025-01-14T17:30:00Z,17,Holstein Kiel,Borussia Dortmund,4,2,HOME_TEAM
2024,2025-01-14T19:30:00Z,17,Bayer 04 Leverkusen,1. FSV Mainz 05,1,0,HOME_TEAM
2024,2025-01-14T19:30:00Z,17,Eintracht Frankfurt,SC Freiburg,4,1,HOME_TEAM
2024,2025-01-14T19:30:00Z,17,VfL Wolfsburg,Borussia Mönchengladbach,5,1,HOME_TEAM
2024,2025-01-15T17:30:00Z,17,VfL Bochum 1848,FC St. Pauli 1910,1,0,HOME_TEAM
2024,2025-01-15T19:30:00Z,17,VfB Stuttgart,RB Leipzig,2,1,HOME_TEAM
2024,2025-01-15T19:30:00Z,17,FC Bayern München,TSG 1899 Hoffenheim,5,0,HOME_TEAM
2024,2025-01-15T19:30:00Z,17,SV Werder Bremen,1. FC Heidenheim 1846,3,3,DRAW
2024,2025-01-15T19:30:00Z,17,1. FC Union Berlin,FC Augsburg,0,2,AWAY_TEAM
2024,2025-01-17T19:30:00Z,18,Eintracht Frankfurt,Borussia Dortmund,2,0,HOME_TEAM
2024,2025-01-18T14:30:00Z,18,VfB Stuttgart,SC Freiburg,4,0,HOME_TEAM
2024,2025-01-18T14:30:00Z,18,FC Bayern München,VfL Wolfsburg,3,2,HOME_TEAM
2024,2025-01-18T14:30:00Z,18,1. FC Heidenheim 1846,FC St. Pauli 1910,0,2,AWAY_TEAM
2024,2025-01-18T14:30:00Z,18,VfL Bochum 1848,RB Leipzig,3,3,DRAW
2024,2025-01-18T14:30:00Z,18,Holstein Kiel,TSG 1899 Hoffenheim,1,3,AWAY_TEAM
2024,2025-01-18T17:30:00Z,18,Bayer 04 Leverkusen,Borussia Mönchengladbach,3,1,HOME_TEAM
2024,2025-01-19T14:30:00Z,18,1. FC Union Berlin,1. FSV Mainz 05,2,1,HOME_TEAM
2024,2025-01-19T16:30:00Z,18,SV Werder Bremen,FC Augsburg,0,2,AWAY_TEAM
2024,2025-01-24T19:30:00Z,19,VfL Wolfsburg,Holstein Kiel,2,2,DRAW
2024,2025-01-25T14:30:00Z,19,RB Leipzig,Bayer 04 Leverkusen,2,2,DRAW
2024,2025-01-25T14:30:00Z,19,1. FSV Mainz 05,VfB Stuttgart,2,0,HOME_TEAM
2024,2025-01-25T14:30:00Z,19,SC Freiburg,FC Bayern München,1,2,AWAY_TEAM
2024,2025-01-25T14:30:00Z,19,FC Augsburg,1. FC Heidenheim 1846,2,1,HOME_TEAM
2024,2025-01-25T14:30:00Z,19,Borussia Dortmund,SV Werder Bremen,2,2,DRAW
2024,2025-01-25T17:30:00Z,19,Borussia Mönchengladbach,VfL Bochum 1848,3,0,HOME_TEAM
2024,2025-01-26T14:30:00Z,19,TSG 1899 Hoffenheim,Eintracht Frankfurt,2,2,DRAW
2024,2025-01-26T16:30:00Z,19,FC St. Pauli 1910,1. FC Union Berlin,3,0,HOME_TEAM
2024,2025-01-31T19:30:00Z,20,SV Werder Bremen,1. FSV Mainz 05,1,0,HOME_TEAM
2024,2025-02-01T14:30:00Z,20,1. FC Heidenheim 1846,Borussia Dortmund,1,2,AWAY_TEAM
2024,2025-02-01T14:30:00Z,20,VfL Bochum 1848,SC Freiburg,0,1,AWAY_TEAM
2024,2025-02-01T14:30:00Z,20,FC St. Pauli 1910,FC Augsburg,1,1,DRAW
2024,2025-02-01T14:30:00Z,20,VfB Stuttgart,Borussia Mönchengladbach,1,2,AWAY_TEAM
2024,2025-02-01T14:30:00Z,20,FC Bayern München,Holstein Kiel,4,3,HOME_TEAM
2024,2025-02-01T17:30:00Z,20,1. FC Union Berlin,RB Leipzig,0,0,DRAW
2024,2025-02-02T14:30:00Z,20,Eintracht Frankfurt,VfL Wolfsburg,1,1,DRAW
2024,2025-02-02T16:30:00Z,20,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,3,1,HOME_TEAM
2024,2025-02-07T19:30:00Z,21,FC Bayern München,SV Werder Bremen,3,0,HOME_TEAM
2024,2025-02-08T14:30:00Z,21,VfL Wolfsburg,Bayer 04 Leverkusen,0,0,DRAW
2024,2025-02-08T14:30:00Z,21,Borussia Dortmund,VfB Stuttgart,1,2,AWAY_TEAM
2024,2025-02-08T14:30:00Z,21,SC Freiburg,1. FC Heidenheim 1846,1,0,HOME_TEAM
2024,2025-02-08T14:30:00Z,21,1. FSV Mainz 05,FC Augsburg,0,0,DRAW
2024,2025-02-08T14:30:00Z,21,TSG 1899 Hoffenheim,1. FC Union Berlin,0,4,AWAY_TEAM
2024,2025-02-08T17:30:00Z,21,Borussia Mönchengladbach,Eintracht Frankfurt,1,1,DRAW
2024,2025-02-09T14:30:00Z,21,Holstein Kiel,VfL Bochum 1848,2,2,DRAW
2024,2025-02-09T16:30:00Z,21,RB Leipzig,FC St. Pauli 1910,2,0,HOME_TEAM
2024,2025-02-14T19:30:00Z,22,FC Augsburg,RB Leipzig,0,0,DRAW
2024,2025-02-15T14:30:00Z,22,VfL Bochum 1848,Borussia Dortmund,2,0,HOME_TEAM
2024,2025-02-15T14:30:00Z,22,FC St. Pauli 1910,SC Freiburg,0,1,AWAY_TEAM
2024,2025-02-15T14:30:00Z,22,VfB Stuttgart,VfL Wolfsburg,1,2,AWAY_TEAM
2024,2025-02-15T14:30:00Z,22,1. FC Union Berlin,Borussia Mönchengladbach,1,2,AWAY_TEAM
2024,2025-02-15T17:30:00Z,22,Bayer 04 Leverkusen,FC Bayern München,0,0,DRAW
2024,2025-02-16T14:30:00Z,22,SV Werder Bremen,TSG 1899 Hoffenheim,1,3,AWAY_TEAM
2024,2025-02-16T16:30:00Z,22,Eintracht Frankfurt,Holstein Kiel,3,1,HOME_TEAM
2024,2025-02-16T18:30:00Z,22,1. FC Heidenheim 1846,1. FSV Mainz 05,0,2,AWAY_TEAM
2024,2025-02-21T19:30:00Z,23,SC Freiburg,SV Werder Bremen,5,0,HOME_TEAM
2024,2025-02-22T14:30:00Z,23,Holstein Kiel,Bayer 04 Leverkusen,0,2,AWAY_TEAM
2024,2025-02-22T14:30:00Z,23,Borussia Mönchengladbach,FC Augsburg,0,3,AWAY_TEAM
2024,2025-02-22T14:30:00Z,23,VfL Wolfsburg,VfL Bochum 1848,1,1,DRAW
2024,2025-02-22T14:30:00Z,23,1. FSV Mainz 05,FC St. Pauli 1910,2,0,HOME_TEAM
2024,2025-02-22T17:30:00Z,23,Borussia Dortmund,1. FC Union Berlin,6,0,HOME_TEAM
2024,2025-02-23T14:30:00Z,23,RB Leipzig,1. FC Heidenheim 1846,2,2,DRAW
2024,2025-02-23T16:30:00Z,23,FC Bayern München,Eintracht Frankfurt,4,0,HOME_TEAM
